Scaling parameters by 0.62 to account for a batch size of 5.
Per-GPU batch size is less than the recommended limit for batch norm. Disabling batch norm.
loading annotations into memory...
Done (t=4.14s)
creating index...
index created!
loading annotations into memory...
Done (t=0.69s)
creating index...
index created!
Resuming training, loading yolact_data/weights/yolact_plus_base_54_800000.pth...
Ignoring "Error(s) in loading state_dict for Yolact:
	size mismatch for maskiou_net.maskiou_net.10.weight: copying a param with shape torch.Size([80, 128, 1, 1]) from checkpoint, the shape in current model is torch.Size([1, 128, 1, 1]).
	size mismatch for maskiou_net.maskiou_net.10.bias: copying a param with shape torch.Size([80]) from checkpoint, the shape in current model is torch.Size([1]).
	size mismatch for prediction_layers.0.conf_layer.weight: copying a param with shape torch.Size([729, 256, 3, 3]) from checkpoint, the shape in current model is torch.Size([18, 256, 3, 3]).
	size mismatch for prediction_layers.0.conf_layer.bias: copying a param with shape torch.Size([729]) from checkpoint, the shape in current model is torch.Size([18]).
	size mismatch for semantic_seg_conv.weight: copying a param with shape torch.Size([80, 256, 1, 1]) from checkpoint, the shape in current model is torch.Size([1, 256, 1, 1]).
	size mismatch for semantic_seg_conv.bias: copying a param with shape torch.Size([80]) from checkpoint, the shape in current model is torch.Size([1])."
Begin training!

[  0]    1080 || B: 0.417 | C: 0.923 | M: 0.337 | S: 0.056 | I: 0.044 | T: 1.777 || ETA: 0:21:48 || timer: 0.404
[  0]    1090 || B: 0.428 | C: 0.940 | M: 0.333 | S: 0.057 | I: 0.045 | T: 1.803 || ETA: 0:21:44 || timer: 0.403
[  0]    1100 || B: 0.444 | C: 0.938 | M: 0.334 | S: 0.057 | I: 0.042 | T: 1.816 || ETA: 0:21:39 || timer: 0.405
[  0]    1110 || B: 0.431 | C: 0.922 | M: 0.327 | S: 0.056 | I: 0.041 | T: 1.778 || ETA: 0:21:35 || timer: 0.408
[  0]    1120 || B: 0.424 | C: 0.911 | M: 0.322 | S: 0.056 | I: 0.035 | T: 1.747 || ETA: 0:21:31 || timer: 0.407
[  0]    1130 || B: 0.425 | C: 0.911 | M: 0.311 | S: 0.055 | I: 0.027 | T: 1.730 || ETA: 0:21:26 || timer: 0.406
[  0]    1140 || B: 0.446 | C: 0.909 | M: 0.323 | S: 0.054 | I: 0.026 | T: 1.757 || ETA: 0:21:22 || timer: 0.408
[  0]    1150 || B: 0.491 | C: 0.961 | M: 0.329 | S: 0.054 | I: 0.033 | T: 1.868 || ETA: 0:21:17 || timer: 0.405
[  0]    1160 || B: 0.492 | C: 0.957 | M: 0.334 | S: 0.053 | I: 0.033 | T: 1.869 || ETA: 0:21:13 || timer: 0.404
[  0]    1170 || B: 0.494 | C: 0.964 | M: 0.342 | S: 0.053 | I: 0.034 | T: 1.888 || ETA: 0:21:08 || timer: 0.413
[  0]    1180 || B: 0.514 | C: 0.970 | M: 0.345 | S: 0.052 | I: 0.033 | T: 1.915 || ETA: 0:21:04 || timer: 0.407
[  0]    1190 || B: 0.502 | C: 0.951 | M: 0.355 | S: 0.051 | I: 0.032 | T: 1.892 || ETA: 0:21:00 || timer: 0.406
[  0]    1200 || B: 0.492 | C: 0.956 | M: 0.357 | S: 0.050 | I: 0.031 | T: 1.886 || ETA: 0:20:55 || timer: 0.407
[  0]    1210 || B: 0.496 | C: 0.953 | M: 0.356 | S: 0.051 | I: 0.032 | T: 1.887 || ETA: 0:20:51 || timer: 0.409
[  0]    1220 || B: 0.477 | C: 0.938 | M: 0.343 | S: 0.052 | I: 0.030 | T: 1.840 || ETA: 0:20:46 || timer: 0.409
[  0]    1230 || B: 0.483 | C: 0.931 | M: 0.348 | S: 0.052 | I: 0.030 | T: 1.844 || ETA: 0:20:42 || timer: 0.414
[  0]    1240 || B: 0.476 | C: 0.935 | M: 0.342 | S: 0.053 | I: 0.033 | T: 1.839 || ETA: 0:20:37 || timer: 0.404
[  0]    1250 || B: 0.441 | C: 0.894 | M: 0.335 | S: 0.052 | I: 0.027 | T: 1.749 || ETA: 0:20:33 || timer: 0.405
[  0]    1260 || B: 0.467 | C: 0.905 | M: 0.335 | S: 0.053 | I: 0.026 | T: 1.786 || ETA: 0:20:28 || timer: 0.406
[  0]    1270 || B: 0.460 | C: 0.903 | M: 0.337 | S: 0.052 | I: 0.028 | T: 1.780 || ETA: 0:20:24 || timer: 0.410
[  0]    1280 || B: 0.430 | C: 0.885 | M: 0.340 | S: 0.052 | I: 0.029 | T: 1.736 || ETA: 0:20:20 || timer: 0.411
[  0]    1290 || B: 0.438 | C: 0.887 | M: 0.334 | S: 0.053 | I: 0.039 | T: 1.750 || ETA: 0:20:15 || timer: 0.408
